Use Group,Use Header,Use Name,Use NAICS Code,Processed NAICS,NAICS index names to include,NAICS Notes,NAICS to subtract,NAICS index names to subtract,Use Notes,NAICS_Type,Zoning District,Permitted Value,Not permitted,Permitted,Permitted with limitations,Permitted with limitations*,Special Permit,Size Restrictions,Additional Conditions,Open Use Allowances,Is Allowed,Is Allowed flag,Limitations
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,"8121 (select), 71394 (select)","8121 (select), 71394 (select)","Aerobic dance and exercise centers; Athletic club facilities, physical fitness; Body building studios, physical fitness; Dance centers, aerobic; Exercise centers; Fitness centers; Fitness salons; Fitness spas without accommodations; Gymnasiums; Gyms, physical fitness; Handball club facilities; Health club facilities, physical fitness; Health spas without accommodations, physical fitness; Health studios, physical fitness; Physical fitness centers; Physical fitness facilities; Physical fitness studios; Pilates fitness studios or centers; Racquetball club facilities; Recreational sports club facilities; Spas without accommodations, fitness; Sports club facilities, physical fitness; Squash club facilities; Strength development centers; Tennis club facilities; Tennis courts; Weight training centers; Yoga fitness studios or centers; Aqua therapy services, non-medical; Baths, steam or turkish; Day spas; Massage wellness spas/centers; Saunas; Steam baths; Sun tanning salons; Tanning salons; Tattoo parlors; Turkish bathhouses; Turkish baths",Racket court uses fall into UGI if outdoor,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution; See ZR Glossary for use definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10",4,R1,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),8121,8121 minus Health and fitness,,Health and fitness codes subtracted from 8121,,"Aqua therapy services, non-medical; Baths, steam or turkish; Day spas; Massage wellness spas/centers; Saunas; Steam baths; Sun tanning salons; Tanning salons; Tattoo parlors; Turkish bathhouses; Turkish baths","NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R1,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),81221,81121 minus Funeral homes combined with crematories,,,,Funeral homes combined with crematories,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R1,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Crematoriums,8122 (select),812220 Crematories (except combined with funeral homes); 812220 Pet crematories,Crematories (except combined with funeral homes); Pet crematories,,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R1,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Personal laundry services,,,,Can't separate laundry and dry cleaners in NAICS indices,,,NAICS join not performed b/c laundry and dry cleaning not separated at NAICS index level,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Personal dry cleaning services,,,,Can't separate laundry and dry cleaners in NAICS indices,,,NAICS join not performed b/c laundry and dry cleaning not separated at NAICS index level,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,8123 (select),"812332 Industrial launderers; 812332 Launderers, industrial; 812332 Laundry services, industrial","Industrial launderers; Launderers, industrial; Laundry services, industrial",,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R1,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Pet care services (81291),81291,,,,,,,1,R1,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),8129,8129 minus 81291,,,81291,,,3,R1,–,True,False,False,False,False,False,False,False,No,False,
VII,Laboratories,Laboratories,,,,,,,,0,R1,○,False,False,False,False,https://zr.planning.nyc.gov/article-ii/chapter-2#22-17,False,False,False,"Yes, by special permit",True,
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",,,,,,,,0,R1,○,False,False,False,False,https://zr.planning.nyc.gov/article-ii/chapter-2#22-17,False,False,False,"Yes, by special permit",True,
VIII,Amusement and Recreation Facilities,#Amusement or recreation facilities#,"71312,  71394,  71399","71312, 71394 minus Health and fitness, and 71399 minus Select entertainment facilities",,Health and fitness codes subtracted from 71394; Select entertainment facilities codes subtracted from 71399,,"Aerobic dance and exercise centers; Athletic club facilities, physical fitness; Body building studios, physical fitness; Dance centers, aerobic; Exercise centers; Fitness centers; Fitness salons; Fitness spas without accommodations; Gymnasiums; Gyms, physical fitness; Handball club facilities; Health club facilities, physical fitness; Health spas without accommodations, physical fitness; Health studios, physical fitness; Physical fitness centers; Physical fitness facilities; Physical fitness studios; Pilates fitness studios or centers; Racquetball club facilities; Recreational sports club facilities; Spas without accommodations, fitness; Sports club facilities, physical fitness; Squash club facilities; Strength development centers; Tennis club facilities; Tennis courts; Weight training centers; Yoga fitness studios or centers; Billiard parlors; Billiard rooms; Pool halls; Pool parlors;  Pool rooms;  Escape rooms; Racetracks, slot car (i.e., amusement devices)","NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution. See ZR Glossary for use definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10",4,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Amusement and Recreation Facilities,#Select entertainment facilities#,"71395, 713990 (select)","71395; 713990 Billiard parlors; 713990 Billiard rooms; 713990 Pool halls; 713990 Pool parlors;  713990 Pool rooms;  713990 Escape rooms; 713990 Racetracks, slot car (i.e., amusement devices)","Billiard parlors; Billiard rooms; Pool halls; Pool parlors;  Pool rooms;  Escape rooms; Racetracks, slot car (i.e., amusement devices)",,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution. See ZR Glossary for use definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10",4,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Amusement and Recreation Facilities,#Outdoor amusement parks#,713110,,,Manually assigned NAICS code,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution. See ZR Glossary for use definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10",1,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Art Galleries and Studios,Art galleries,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Art Galleries and Studios,"Art, music, dancing or theatrical studios",,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Art Galleries and Studios,Production or entertainment studios,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Entertainment and Sporting Venues,Arenas or auditoriums,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Entertainment and Sporting Venues,Drive-in theaters,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Entertainment and Sporting Venues,Racetracks,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Entertainment and Sporting Venues,Stadiums,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Entertainment and Sporting Venues,Theaters,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,"Banquet, function or reception halls",,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,Gaming facilities,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,Historical exhibits,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,Meeting halls,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,Non-commercial clubs,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,Observation decks,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,Outdoor day camps,,,,,,,,0,R1,○,False,False,False,False,https://zr.planning.nyc.gov/article-ii/chapter-2#22-18,False,False,False,"Yes, by special permit",True,
VIII,Other Assembly Spaces,Publicly accessible spaces,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,Riding academies or stables,,,,,,,,0,R1,○,False,False,False,False,https://zr.planning.nyc.gov/article-ii/chapter-2#22-18,False,False,False,"Yes, by special permit",True,
VIII,Other Assembly Spaces,Trade expositions,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(A),General Storage,Building materials or contractors' yard,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(A),General Storage,"Depositories for storage of office records, microfilm or computer tapes, or for data processing",,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(A),General Storage,Micro-distribution facility,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(A),General Storage,Moving or storage offices,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(A),General Storage,#Self-service storage facility#,,,,,,,See ZR Glossary for #self-service storage facility# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(A),General Storage,Trucking terminals or motor freight stations,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(A),General Storage,Warehouses,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(A),General Storage,Wholesale establishments,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(B),Specialized Storage,Coal or gas storage,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(B),Specialized Storage,"Explosives storage, when not prohibited by other ordinances",,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(B),Specialized Storage,Grain storage,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(B),Specialized Storage,"Junk or salvage yards, including auto wrecking or similar establishments",,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(B),Specialized Storage,Lumber yard,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(B),Specialized Storage,"Manure, peat or topsoil storage",,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(B),Specialized Storage,"Petroleum or petroleum products, storage or handling",,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(B),Specialized Storage,Refrigerating plants,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(B),Specialized Storage,"Scrap metal, junk, paper or rags storage, sorting, or baling",,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(C),Vehicle Storage,Boat storage,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(C),Vehicle Storage,"Commercial or public vehicle storage, including #accessory# motor fuel pumps",,,,,,,See ZR Glossary for #accessory# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(C),Vehicle Storage,Dead storage of motor vehicles,,,,,,,,0,R1,–,True,False,False,False,False,False,False,False,No,False,
IX(C),Vehicle Storage,#Public parking garages# or #public parking lots#,,,,,,,See ZR Glossary for #public parking garage# and #public parking lot# definitions: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,R1,–,True,False,False,False,False,False,False,False,No,False,
X,Food Manufacturing (311),Animal food manufacturing (3111),3111,,,,,,,1,R1,–,True,False,False,False,False,False,False,False,No,False,
X,Food Manufacturing (311),Sugar manufacturing (31131),31131,,,,,,,1,R1,–,True,False,False,False,False,False,False,False,No,False,
X,Food Manufacturing (311),All other sugar and confectionary product manufacturing (in 3113),3113,3113 minus 31131,,,31131,,,3,R1,–,True,False,False,False,False,False,False,False,No,False,
X,Food Manufacturing (311),Animal slaughtering and processing (3116),3116,,,,,,,1,R1,–,True,False,False,False,False,False,False,False,No,False,
X,Food Manufacturing (311),Seafood product preparation and packaging (3117),3117,,,,,,,1,R1,–,True,False,False,False,False,False,False,False,No,False,
